place_id,name,category,sub_category,latitude,longitude,address,vicinity,rating,review_count,website,phone,price_level,types,is_operational,search_zone,search_keyword,is_open_now,timestamp,popularity_score,buffer_radius_m
ChIJc9mDKRX7aS4R75OLnyGO5Yk,Damai Indah Golf - BSD Course,Affluence_Proxy,Golf_Club,-6.281564400000001,106.6522315,"Jl. Bukit Golf I BSD Sektor VI, Lengkong Karya, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15310, Indonesia","Jl. Bukit Golf I BSD Sektor VI, Lengkong Karya, Kota Tangerang Selatan",4.6,2159,http://www.damaiindahgolf.com/,(021) 5370290,,"point_of_interest, establishment",True,Tangerang_BSD,golf club,True,2025-08-05T09:48:16.435177,0.09,
ChIJ2VhvosyUaS4RIspAgw8hnbE,Emeralda Golf Club,Affluence_Proxy,Golf_Club,-6.4153652,106.8854318,"Jl. Cimanggis Boulevard, Kec. Tapos, Kota Depok, Jawa Barat 16953, Indonesia","Jl. Cimanggis Boulevard, Kota Depok",4.5,2232,http://emeralda-golfclub.com/,(021) 8759019,,"point_of_interest, establishment",True,East_Jakarta_Cibubur,golf club,True,2025-08-05T09:46:42.404839,0.09,
ChIJqydNHSP8aS4R0Db4921XAQ8,Imperial Klub Golf,Affluence_Proxy,Golf_Club,-6.233376199999999,106.6060343,"Lippo Village, Jl. Pulau Golf No.2700, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15811, Indonesia","Lippo Village, Jl. Pulau Golf No.2700, Bencongan, Kabupaten Tangerang",4.5,2123,https://www.aryaduta.com/en/wellness/ikg#,0811-9880-697,,"point_of_interest, establishment",True,Tangerang_BSD,golf club,True,2025-08-05T09:48:16.119805,0.09,
ChIJv4_idgP3aS4RsWU1cKQZsaM,HOLEO Golf & Museum,Affluence_Proxy,Golf_Club,-6.1783645,106.8105113,"Jl. Cilamaya No.3, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150, Indonesia","Jl. Cilamaya No.3, Cideng, Kota Jakarta Pusat",4.9,1662,http://www.holeomuseum.com/,0812-9995-5055,,"tourist_attraction, museum, point_of_interest, establishment",True,Central_Jakarta_Core,golf club,False,2025-08-05T09:20:54.855074,0.08,
ChIJhQo___7xaS4Rit2esLZaJvE,Cilandak Marinir Driving Range,Affluence_Proxy,Golf_Club,-6.2967824,106.814604,"Jl. Raya Cilandak KKO No.22, RT.13/RW.5, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560, Indonesia","Jl. Raya Cilandak KKO No.22, RT.13/RW.5, Cilandak Tim., Kota Jakarta Selatan",4.5,1858,,(021) 22784005,,"point_of_interest, establishment",True,South_Jakarta_Kemang,golf club,True,2025-08-05T09:24:15.522921,0.08,
ChIJ______b7aS4RppRBGFgU8pA,Gading Raya Golf Club,Affluence_Proxy,Golf_Club,-6.2464539,106.6356249,"Jl. Gading Golf Boulevard, Pakulonan Bar., Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810, Indonesia","Jl. Gading Golf Boulevard, Pakulonan Bar., Kabupaten Tangerang",4.5,1997,http://www.gadingrayagolf.com/,(021) 5467668,,"point_of_interest, establishment",True,Tangerang_BSD,golf club,True,2025-08-05T09:48:16.264165,0.08,
ChIJO2tuHJXuaS4RFgmjQn999bQ,Matoa National Golf Course,Affluence_Proxy,Golf_Club,-6.3604644,106.7960731,"Jl. Moh. Kahfi 1 No.KM.7, RT.12/RW.2, Cipedak, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630, Indonesia","Jl. Moh. Kahfi 1 No.KM.7, RT.12/RW.2, Cipedak, Kota Jakarta Selatan",4.3,2070,,(021) 7863535,,"point_of_interest, establishment",True,Depok_Margonda,golf club,True,2025-08-05T09:53:21.223347,0.08,
ChIJYa1Qyf2MaS4Rb8EiShZpi0c,"Kolam Renang Bekasi Tamansari Sportclub Persada Raya (Les Renang, Les Tennis, Les Golf, Les Panahan, Les Taekwondo, Gym)",Affluence_Proxy,Golf_Club,-6.2566774,106.9351348,"Perumahan Tamansari Persada Raya, RT.002/RW.001, Jatibening Baru, Kec. Pd. Gede, Kota Bks, Jawa Barat 17141, Indonesia","Perumahan Tamansari Persada Raya, RT.002/RW.001, Jatibening Baru, Kota Bks",4.3,1989,https://www.instagram.com/tamansarisportsclubpersadaraya?igsh=aHUxaWJidDEzYTg0,0812-6297-5162,,"point_of_interest, establishment",True,Bekasi_Summarecon,golf club,True,2025-08-05T09:56:07.126438,0.08,
ChIJMeTPv5PzaS4Ro8ViEwbvIRo,Golf Pringgondani Driving Range,Affluence_Proxy,Golf_Club,-6.2559467,106.8840651,"Jl. Raya Halim Perdanakusuma, RT.5/RW.10, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13650, Indonesia","Jl. Raya Halim Perdanakusuma, RT.5/RW.10, Halim Perdanakusuma, Kota Jakarta Timur",4.5,1729,http://www.golfpringgondani.com/,(021) 8012050,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:50.121496,0.07,
ChIJzf_R0BHzaS4R7ARR-T3Yh_s,Suvarna Jakarta Golf Club,Affluence_Proxy,Golf_Club,-6.2850059,106.8945592,"Jl. Radar Selatan No.1, RT.3/RW.4, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610, Indonesia","Jl. Radar Selatan No.1, RT.3/RW.4, Halim Perdanakusuma, Kota Jakarta Timur",4.5,1776,http://suvarnagolf.com/,0811-1586-873,,"point_of_interest, establishment",True,South_Jakarta_Kuningan,golf club,True,2025-08-05T09:26:47.951332,0.07,
ChIJZfh_Bon1aS4R0Dehu9bQH70,Golf Bandar Kemayoran Jakarta,Affluence_Proxy,Golf_Club,-6.145019,106.8531343,"Jl. Trembesi Blok D3-D4, Kota Bandar Baru, Kec. Kemayoran, Jkt Utara, Daerah Khusus Ibukota Jakarta 14410, Indonesia","Jl. Trembesi Blok D3-D4, Kota Bandar Baru, Jkt Utara",4.3,1768,,(021) 6541156,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.540882,0.07,
ChIJ_3LeUcySaS4Rbbwk7OgLIf0,Padang Golf Cilangkap,Affluence_Proxy,Golf_Club,-6.3238943,106.9161927,"Jalan Raya Mabes TNI, Cilangkap, Jakarta, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13870, Indonesia","Jalan Raya Mabes TNI, Cilangkap, Kota Jakarta Timur",4.3,1699,,(021) 84595687,,"point_of_interest, establishment",True,East_Jakarta_Cibubur,golf club,True,2025-08-05T09:46:42.572633,0.07,
ChIJk5qYA9jqaS4Rv2bnmEd5SXY,Riverside Golf Club,Affluence_Proxy,Golf_Club,-6.4218015,106.9019911,"Jl. Bukit Golf Riverside, Bojong Nangka, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16965, Indonesia","Jl. Bukit Golf Riverside, Bojong Nangka, Kabupaten Bogor",4.4,1554,http://www.riverside-golf.com/,(021) 8671528,,"point_of_interest, establishment",True,East_Jakarta_Cibubur,golf club,True,2025-08-05T09:46:42.232695,0.06,
ChIJOXEKwrYdai4RILwo2z0hhEs,Sedayu Indo Golf,Affluence_Proxy,Golf_Club,-6.0867328,106.7494364,"Golf Island, Jl. Marina Indah Pantai Indah Kapuk St No.1, DKI Jakarta 14460, Indonesia","Golf Island, Jl. Marina Indah Pantai Indah Kapuk St No.1",4.6,1171,http://www.sedayuindogolf.com/,(021) 50208088,,"point_of_interest, establishment",True,North_Jakarta_PIK,golf club,True,2025-08-05T09:37:21.290221,0.05,
ChIJkcHJbs_yaS4RW-_aJeyuDsg,Padang Golf Halim,Affluence_Proxy,Golf_Club,-6.2818263,106.8907814,"8, Jl. Squadron No.4, RT.6/RW.2, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610, Indonesia","8, Jl. Squadron No.4, RT.6/RW.2, Halim Perdanakusuma, Kota Jakarta Timur",4.3,1195,http://golfhalim.tripod.com/,(021) 8000793,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:50.311005,0.05,
ChIJ8YXF2tBUEQURJGNc_Y2Y5D4,Sports Club Hills Golf Cibubur,Affluence_Proxy,Golf_Club,-6.4161446,106.9086283,"Jl. Luwinanggung, kel Bojong Nangka, Kel Gunung Putri, Bojong Nangka, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16961, Indonesia","Jl. Luwinanggung, kel Bojong Nangka, Kel Gunung Putri, Bojong Nangka, Kabupaten Bogor",4.6,1045,,(021) 8458898,,"point_of_interest, establishment",True,East_Jakarta_Cibubur,golf club,False,2025-08-05T09:46:42.904515,0.04,
ChIJHfLExj_1aS4RvfE7AdgZ3Bo,Driving Range The Club Gading Mas,Affluence_Proxy,Golf_Club,-6.1540537,106.8905928,"Jl. Boulevard Bar. Raya, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","Jl. Boulevard Bar. Raya, Klp. Gading Bar., Jkt Utara",4.5,787,http://theclubgadingmas.com/,(021) 45859388,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.702245,0.03,
ChIJHbtDkyzuaS4RzYcvFgYFiGE,Klub Tamansari Bali View,Affluence_Proxy,Golf_Club,-6.3165667,106.7679013,"Jl. Tarumanegara No.46, Pisangan, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15419, Indonesia","Jl. Tarumanegara No.46, Pisangan, Kota Tangerang Selatan",4.5,619,,(021) 7413324,,"point_of_interest, establishment",True,South_Jakarta_Cilandak,golf club,True,2025-08-05T09:28:38.338316,0.03,
ChIJK15ZcaiUaS4R6nANUG4m4KI,Meilia Golf Driving Range,Affluence_Proxy,Golf_Club,-6.401615500000001,106.9530192,"Komplek Legenda Wisata, Jl. Transyogi Km. 6, Cibubur, Wanaherang, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16965, Indonesia","Komplek Legenda Wisata, Jl. Transyogi Km. 6, Cibubur, Wanaherang, Kabupaten Bogor",4.4,633,,(021) 8673060,,"point_of_interest, establishment",True,East_Jakarta_Cibubur,golf club,True,2025-08-05T09:46:43.243000,0.03,
ChIJRURmqPL6aS4RuqjEDwOktDw,Driving Range Bintaro,Affluence_Proxy,Golf_Club,-6.2723125,106.6991875,"Parigi, Pondok Aren, South Tangerang City, Banten 15227, Indonesia","Parigi, South Tangerang City",4.4,801,https://instagram.com/drivingrangebintaro?igshid=ylzb416sq026,,,"point_of_interest, establishment",True,Tangerang_BSD,golf club,True,2025-08-05T09:48:16.595921,0.03,
ChIJ4-7B0R7xaS4RnMuKNrfFUCM,Seskoal Driving Range,Affluence_Proxy,Golf_Club,-6.2429524,106.7763882,"Jl. Ciledug Raya No.1, RT.12/RW.11, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230, Indonesia","Jl. Ciledug Raya No.1, RT.12/RW.11, Cipulir, Kota Jakarta Selatan",4.2,839,,0821-4621-5007,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.183256,0.03,
ChIJYyTT6OEdai4R_f5qWEHBicM,The Range - Damai Indah Golf PIK,Affluence_Proxy,Golf_Club,-6.112932,106.7451537,"Jl. Marina Raya Jl. Pantai Indah Kapuk, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470, Indonesia","Parking lot, Jl. Marina Raya Pantai Indah Kapuk St, Kamal Muara, North Jakarta City",4.7,392,https://therangedamaiindah.com/,(021) 5882355,,"point_of_interest, establishment",True,West_Jakarta_Grogol,golf club,True,2025-08-05T09:35:04.057231,0.02,
ChIJ82c6gzj7aS4R1BYfgOwrf7Y,Navapark Country Club,Affluence_Proxy,Golf_Club,-6.2913066,106.6529543,"Lengkong Kulon, Pagedangan, Tangerang Regency, Banten 15331, Indonesia","Lengkong Kulon, Tangerang Regency",4.6,451,http://www.navapark.id/site/countryclub,,,"point_of_interest, establishment",True,Tangerang_BSD,golf club,True,2025-08-05T09:48:17.083537,0.02,
ChIJa6K1zPL3aS4Rd2CjlZ1qHkE,Club de Arjuna,Affluence_Proxy,Golf_Club,-6.189992999999999,106.7604659,"Jl. Kedoya Pesing, RT.8/RW.7, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Jl. Kedoya Pesing, RT.8/RW.7, Kedoya Sel., Kota Jakarta Barat",4.5,498,https://www.clubdearjuna.id/,0811-1956-8888,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.508697,0.02,
ChIJ0felXDv8aS4RTMzLgZaurZI,Aryaduta Country Club,Affluence_Proxy,Golf_Club,-6.228039,106.6017529,"Aryaduta Country Club, Jl. Jend. Sudirman No.405, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15811, Indonesia","Aryaduta Country Club, Jl. Jend. Sudirman No.405, Bencongan, Tangerang Regency",4.5,387,https://facebook.com/clubaryaduta/,(021) 5460123,$$$,"point_of_interest, establishment",True,Tangerang_Karawaci,golf club,True,2025-08-05T09:52:23.901959,0.02,
ChIJ5ROzmBvvaS4RYa9TaITQmnw,Pondok Cabe Golf Club,Affluence_Proxy,Golf_Club,-6.354116100000001,106.7641624,"Jl. Pd. Cabe Golf, Pd. Cabe Udik, Kec. Pamulang, Kota Tangerang Selatan, Banten 15418, Indonesia","Jl. Pd. Cabe Golf, Pd. Cabe Udik, Kota Tangerang Selatan",4.5,522,,(021) 7405382,,"point_of_interest, establishment",True,Depok_Margonda,golf club,True,2025-08-05T09:53:21.050431,0.02,
ChIJxeX59Y_1aS4RTBpd4IOytDM,Driving Range Kemayoran,Affluence_Proxy,Golf_Club,-6.1455907,106.8540791,"VV33+QJ8, RW.5, East Pademangan, Pademangan, North Jakarta City, Jakarta 14410, Indonesia","VV33+QJ8, RW.5, East Pademangan, North Jakarta City",4.4,369,,,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.344305,0.02,
ChIJHW0fLSCNaS4RRsIFRGUQsaM,Tamansari Persada Driving Range,Affluence_Proxy,Golf_Club,-6.256777200000001,106.9351217,"Perumahan Tamansari Persada Raya, PWVP+72Q, Jatibening, Jatibening Baru, Pondokgede, RT.002/RW.001, Jatibening Baru, Kec. Pd. Gede, Kota Bks, Jawa Barat 17412, Indonesia","PWVP+72Q, Perumahan Tamansari Persada Raya, Jatibening, Jatibening Baru, Pondokgede, RT.002/RW.001, Jatibening Baru, Kota Bks",4.4,371,,(021) 8650428,,"point_of_interest, establishment",True,East_Jakarta_Pulo_Gadung,golf club,True,2025-08-05T09:41:45.126329,0.02,
ChIJ______b7aS4RKLwWdP4OdCo,Gading Raya Driving Range,Affluence_Proxy,Golf_Club,-6.2468319,106.6338731,"QJ3M+7G9, Jl. Gading Golf Boulevard, Pakulonan Bar., Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810, Indonesia","QJ3M+7G9, Jl. Gading Golf Boulevard, Pakulonan Bar., Kabupaten Tangerang",4.3,583,http://www.gadingrayagolf.com/,0821-2201-3232,,"point_of_interest, establishment",True,Tangerang_BSD,golf club,True,2025-08-05T09:48:16.760324,0.02,
ChIJE7ClSSPxaS4RjQUyKYL0y-A,Senayan Golf Club - Driving Range,Affluence_Proxy,Golf_Club,-6.224717,106.7972594,"Jl. Asia Afrika, RT.1/RW.3, Pintu IX, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Parking lot, Jl. Asia Afrika, RT.1/RW.3, Pintu IX, Central Jakarta City",4.7,262,https://www.instagram.com/sgcdrivingrange/,0851-7338-8510,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.017843,0.01,
ChIJg1qJJaXxaS4RmBSxFgdHKFk,Pondok Indah Golf Club House,Affluence_Proxy,Golf_Club,-6.2683285,106.7847451,"Jl. Metro Pondok Indah No.Kav 1 1, RT.1/RW.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","Jl. Metro Pondok Indah No.Kav 1 1, RT.1/RW.16, Pd. Pinang, Kota Jakarta Selatan",4.7,255,http://www.golfpondokindah.com/,(021) 7698966,,"restaurant, food, point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:49.952989,0.01,
ChIJp_q23-LzaS4RzjSzrNnnh-E,Driving Range Antarikshe,Affluence_Proxy,Golf_Club,-6.2805903,106.8889086,"Jl. Halim Perdana Kusuma No.4 8, RT.8/RW.4, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13650, Indonesia","Jl. Halim Perdana Kusuma No.4 8, RT.8/RW.4, Halim Perdanakusuma, Kota Jakarta Timur",4.6,231,,,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:50.485536,0.01,
ChIJl_O2Pbr3aS4R65Ag1NUipm8,TKJ Golf Driving Range Intercon,Affluence_Proxy,Golf_Club,-6.2083083,106.7448703,"TKJ, intercon, blok m1, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630, Indonesia","intercon, TKJ, blok m1",4.6,158,,,,"health, store, point_of_interest, establishment",True,West_Jakarta_Grogol,golf club,True,2025-08-05T09:35:04.392063,0.01,
ChIJfXcaZPj7aS4R1NgFU--MRHU,Power Golf Alam Sutera,Affluence_Proxy,Golf_Club,-6.2209175,106.6533669,"Power Golf Alam Sutera, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143, Indonesia","Power Golf Alam Sutera, Mall @ Alam Sutera, Panunggangan Tim., Kota Tangerang",4.6,290,https://www.instagram.com/powergolf.id/,0811-8885-5599,$$,"point_of_interest, establishment",True,Tangerang_Gading_Serpong,golf club,True,2025-08-05T09:49:40.483585,0.01,
ChIJk_PmGbP1aS4R3P5s0_T_T74,"Driving Range, Jakarta Golf Club",Affluence_Proxy,Golf_Club,-6.1977063,106.8746493,"Unnamed Road, RV2F+WV6, RT.10/RW.13, Rawamangun, Pulo Gadung, East Jakarta City, Jakarta 13220, Indonesia","RV2F+WV6, Unnamed Road, RT.10/RW.13, Rawamangun, East Jakarta City",4.5,290,https://jgcdrivingrange.com/,(021) 47883913,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.860783,0.01,
ChIJddH7zqj3aS4RmBQqdShL0mE,Senayan Golf Studio & Dining,Affluence_Proxy,Golf_Club,-6.212466999999999,106.8035046,"Senayan Park (Level UG, Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Senayan Park (Level UG, Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora",4.5,144,,(021) 50813031,,"restaurant, food, point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.678241,0.01,
ChIJA5Y7Q430aS4R4XYpZpXbBfU,Lapangan GOLF Rawamangun,Affluence_Proxy,Golf_Club,-6.1972597,106.8751505,"Jl. R.Mangun Muka Raya No.6, RT.11/RW.14, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","Jl. R.Mangun Muka Raya No.6, RT.11/RW.14, Rawamangun, Kota Jakarta Timur",4.5,169,,(021) 4754732,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:55.019394,0.01,
ChIJcdHGyC_raS4R2m5NQlSeo0c,Bukit Golf,Affluence_Proxy,Golf_Club,-6.421433,106.9025352,"Bojong Nangka, Gunung Putri, Jalan Desa, Leuwinanggung, Kec. Tapos, Kota Depok, Jawa Barat 16456, Indonesia","Bojong Nangka, Gunung Putri, Jalan Desa, Leuwinanggung, Kota Depok",4.5,258,https://bukitgolfriverside.id/,,,"point_of_interest, establishment",True,East_Jakarta_Cibubur,golf club,True,2025-08-05T09:46:42.736426,0.01,
ChIJxSyhFIntaS4RqKfvEyA8mW8,Driving Range - Felfest Sportcenter,Affluence_Proxy,Golf_Club,-6.351829899999999,106.8307459,"Jl. Prof. DR. Miriam Budiardjo, RW.3, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12640, Indonesia","Jl. Prof. DR. Miriam Budiardjo, RW.3, Srengseng Sawah, Kota Jakarta Selatan",4.4,224,,0811-1165-664,,"point_of_interest, establishment",True,East_Jakarta_Cibubur,golf club,True,2025-08-05T09:46:43.066144,0.01,
ChIJJxmyDzwdai4RlJ8MbYhfyW4,Crown Golf,Affluence_Proxy,Golf_Club,-6.1117161,106.7420326,"Ruko Crown Golf PIK, Jl. Marina Raya No.7, RT.7/RW.2, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470, Indonesia","Ruko Crown Golf PIK, Jl. Marina Raya No.7, RT.7/RW.2, Kamal Muara, Jkt Utara",4.2,182,,,,"point_of_interest, establishment",True,West_Jakarta_Grogol,golf club,True,2025-08-05T09:35:04.222711,0.01,
ChIJIznjr4_7aS4RyXRs4AQ-sgI,Albatross Driving Range BSD,Affluence_Proxy,Golf_Club,-6.288888,106.636492,"PJ6P+GJH, Lengkong Kulon, Pagedangan, Tangerang Regency, Banten 15339, Indonesia","PJ6P+GJH, Lengkong Kulon, Tangerang Regency",4.2,337,,0813-1827-4348,,"point_of_interest, establishment",True,Tangerang_BSD,golf club,True,2025-08-05T09:48:16.922677,0.01,
