place_id,name,category,sub_category,latitude,longitude,address,vicinity,rating,review_count,website,phone,price_level,type,is_operational,search_zone,search_keyword,is_open_now,timestamp
ChIJewaZxa7xaS4RBBClcpcbgYo,Ranch Market Kemang,Affluence_Proxy,Premium_Supermarket,-6.264198299999999,106.8159772,"Jl. Kemang Raya No.66 68, RT.8/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia","Jl. Kemang Raya No.66 68, RT.8/RW.2, Bangka, South Jakarta City",4.5,694,https://www.ranchmarket.co.id/,0813-8221-7182,,,True,Kemang_Demo,Ranch Market,False,2025-08-05T01:31:50.626153
ChIJNU2ESdrxaS4RJlP8BCSqcdA,Ranch Market PIM 3,Affluence_Proxy,Premium_Supermarket,-6.2637493,106.7827455,"Jl. Sultan Iskandar Muda, RT.1/RW.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","Pd. Indah Mall 3, Jl. Sultan Iskandar Muda, RT.1/RW.16, Pd. Pinang, Kota Jakarta Selatan",4.5,180,http://www.ranchmarket.co.id/,0821-2507-4549,,,True,Kemang_Demo,Ranch Market,False,2025-08-05T01:31:50.795036
ChIJzar-vc3xaS4RGa_EshsI1TI,The Gourmet by Ranch Market,Affluence_Proxy,Premium_Supermarket,-6.2292324,106.8067785,"ASHTA Lantai Dasar Unit LG-01, Jl. Senopati No.Raya, RT.8/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia","ASHTA Lantai Dasar Unit LG-01, Jl. Senopati No.Raya, RT.8/RW.3, Senayan, Kota Jakarta Selatan",4.5,107,https://www.ranchmarket.co.id/,0812-8209-1909,,,True,Kemang_Demo,Ranch Market,False,2025-08-05T01:31:51.296885
ChIJe4U6y-TzaS4REB9L-0hqcqY,Ranch Market,Affluence_Proxy,Premium_Supermarket,-6.2277001,106.8257349,"Oakwood, Lingkar Mega Kuningan No.5 18, RT.5/RW.2, Kuningan, East Kuningan, Setiabudi, South Jakarta City, Jakarta 12950, Indonesia","Oakwood, Lingkar Mega Kuningan No.5 18, RT.5/RW.2, Kuningan, East Kuningan, South Jakarta City",4.4,394,http://www.ranchmarket.co.id/,(021) 25542493,,,True,Kemang_Demo,Ranch Market,False,2025-08-05T01:31:50.452708
ChIJITzpQKbxaS4Rty7RuJqLjsk,Yogurt Heavenlyblush ( Ranch Market Pondok Indah ),Affluence_Proxy,Premium_Supermarket,-6.2626973,106.7840553,"Jl. Sultan Iskandar Muda No.21 1, RT.1/RW.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","Jl. Sultan Iskandar Muda No.21 1, RT.1/RW.16, Pd. Pinang, Kota Jakarta Selatan",4.4,8,http://www.heavenlyblush.com/,(021) 25675903,,,False,Kemang_Demo,Ranch Market,,2025-08-05T01:31:51.457000
ChIJy-NBc_bzaS4Rfb54nSiMfnQ,Farmers Market,Affluence_Proxy,Premium_Supermarket,-6.2182508,106.8351427,"Jl. H. R. Rasuna Said, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia","Jl. H. R. Rasuna Said, RT.2/RW.5, Karet Kuningan, Kota Jakarta Selatan",4.4,554,http://www.farmersmarket.co.id/,(021) 29941299,,,True,Kemang_Demo,Ranch Market,False,2025-08-05T01:31:51.617009
ChIJO1x39abxaS4RvdaxzR-1yrA,Ranch Market Pondok Indah,Affluence_Proxy,Premium_Supermarket,-6.2630364,106.7847026,"RT.1, South Gandaria, Cilandak, South Jakarta City, Jakarta 12310, Indonesia","RT.1, South Gandaria, South Jakarta City",4.3,15,,,,,True,Kemang_Demo,Ranch Market,,2025-08-05T01:31:51.125453
ChIJFw8SmebvaS4RXymrB4tf8N4,Paletas Wey - Ranch Market Lotte Avenue,Affluence_Proxy,Premium_Supermarket,-6.2238953,106.8233368,"Ranch Market Lotte Shopping Avenue, Jl. Prof. DR. Satrio No.Kav 3-5, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia","Ranch Market Lotte Shopping Avenue, Jl. Prof. DR. Satrio No.Kav 3-5, Kuningan, Karet Kuningan, Kota Jakarta Selatan",3.7,3,http://www.paletaswey.com/,0813-8519-3668,,,True,Kemang_Demo,Ranch Market,False,2025-08-05T01:31:52.787259
ChIJP2N-Z6XxaS4RbyBNz2_dHX0,Sehati Animal Care | Praktik dokter hewan 24 Jam | Klinik Hewan 24 jam Jakarta | Grooming Pet Hotel dan Petshop,Competitor,Clinic+Grooming,-6.236641499999999,106.7719997,"Jl. Panjang No.1, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230, Indonesia","Jl. Panjang No.1, Cipulir, Kota Jakarta Selatan",4.5,159,https://www.sehatianimalcare.com/,0896-8885-9977,,,True,Kemang_Demo,klinik hewan,True,2025-08-05T01:31:31.825666
ChIJl0ujoLHxaS4RkPUqTaX1N_4,Alka pet care ( klinik hewan ),Competitor,Clinic_Only,-6.2905291,106.7949089,"Jl. Banjarsari IV No.4, RT.4/RW.8, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","Jl. Banjarsari IV No.4, RT.4/RW.8, Cilandak Bar., Kota Jakarta Selatan",5,71,,0853-3384-5315,,,True,Kemang_Demo,klinik hewan,False,2025-08-05T01:31:33.408269
ChIJj_hoRBfzaS4RSiC5dzCmugs,Klinik Dokter Hewan Dolce Tebet,Competitor,Clinic_Only,-6.2301899,106.8505648,"Jl. Tebet Raya No.20C Lt.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia","Jl. Tebet Raya No.20C Lt.2, Tebet Bar., Kota Jakarta Selatan",4.9,12,,0811-8346-789,,,True,Kemang_Demo,klinik hewan,False,2025-08-05T01:31:32.898260
ChIJB2pIeuPxaS4Rnby5tCXOJ4s,Andifa Vet Clinic (Klinik Hewan Jakarta Selatan),Competitor,Clinic_Only,-6.2835154,106.8070842,"Jl. Pangeran Antasari No.18, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","Jl. Pangeran Antasari No.18, Cilandak Bar., Kota Jakarta Selatan",4.9,148,https://wa.me/message/X3Z5XUP6KEZ6D1,0821-2221-1918,,,True,Kemang_Demo,klinik hewan,False,2025-08-05T01:31:33.927880
ChIJ5aoxT5_xaS4RusxBMI47xxk,"Veterinary Doctor Practice by drh. Sigit Witjaksono, M.Biomed",Competitor,Clinic_Only,-6.263556599999999,106.7950853,"Jl. H. Nawi Raya No.20 4, RT.4/RW.7, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140, Indonesia","Jl. H. Nawi Raya No.20 4, RT.4/RW.7, Gandaria Utara, Kota Jakarta Selatan",4.8,272,https://petpintar.com/alamat/veterinary-care/jakarta-selatan/praktek-dokter-hewan-drh-sigit-witjaksono-m-biomed,(021) 7247552,,,True,Kemang_Demo,klinik hewan,False,2025-08-05T01:31:33.756041
ChIJ42O9uAbxaS4RY9pVx6wOu8M,Petologi Veterinary Center | Dokter Hewan Bintaro,Competitor,Clinic_Only,-6.267784499999999,106.7657891,"Jl. RC. Veteran Raya No.1 No.12A, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330, Indonesia","Jl. RC. Veteran Raya No.1 No.12A, Bintaro, South Jakarta City",4.8,139,https://instagram.com/petologivetcenter?utm_medium=copy_link,0811-9152-506,,,True,Kemang_Demo,klinik hewan,False,2025-08-05T01:31:34.096588
ChIJIR6sHZfzaS4RbLnBJdhxN4I,Mon's Pet,Competitor,Clinic_Only,-6.2334767,106.8504502,"Jl. Tebet Barat Raya No.20, RT.7/RW.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia","Jl. Tebet Barat Raya No.20, RT.7/RW.2, Tebet Bar., Kota Jakarta Selatan",4.7,596,,0882-1208-9107,,,True,Kemang_Demo,klinik hewan,False,2025-08-05T01:31:33.066826
ChIJNR5uI9XzaS4RaWcKQN7Ve9Y,Smile Animal Clinic & Care,Competitor,Clinic_Only,-6.253616399999999,106.8402947,"Jl. Duren Tiga Raya No.7b 2, RT.2/RW.6, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia","Jl. Duren Tiga Raya No.7b 2, RT.2/RW.6, Duren Tiga, Kota Jakarta Selatan",4.6,360,,0812-1303-7825,,,True,Kemang_Demo,klinik hewan,False,2025-08-05T01:31:33.242521
ChIJqecrpK_xaS4Rrxu9KU1-4Zg,Drh. Daisy Satyadi,Competitor,Clinic_Only,-6.267637199999999,106.7815569,"Jl. Kartika Alam II No.49 3, RT.3/RW.16, Pd. Pinang, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","Jl. Kartika Alam II No.49 3, RT.3/RW.16, Pd. Pinang, Kota Jakarta Selatan",4.6,30,,0812-8015-113,,,True,Kemang_Demo,klinik hewan,,2025-08-05T01:31:33.578283
ChIJL5UDiB_uaS4RQFhk_7ayKVM,"Klinik Hewan drh. Wilfried H. Purba, M.Kes & drh. I Ketut Artanawa",Competitor,Clinic_Only,-6.295173399999999,106.7948631,"Jl. RS. Fatmawati Raya No.38, RT.1/RW.4, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140, Indonesia","Jl. RS. Fatmawati Raya No.38, RT.1/RW.4, Cilandak Bar., Kota Jakarta Selatan",4.5,53,https://petpintar.com/alamat/veterinary-care/jakarta-selatan/klinik-hewan-drh-wilfried-h-purba-mkes-drh-i-ketut-artanawa,(021) 7513247,,,True,Kemang_Demo,klinik hewan,,2025-08-05T01:31:32.326648
ChIJ3XoSexXyaS4RBb63_N8Olek,Amore Pejaten,Competitor,Clinic_Only,-6.278215899999999,106.844316,"Jl. Pejaten Raya No.16, RT.7/RW.5, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510, Indonesia","Jl. Pejaten Raya No.16, RT.7/RW.5, Pejaten Bar., Kota Jakarta Selatan",4.5,2339,,0858-9257-8936,,,True,Kemang_Demo,klinik hewan,False,2025-08-05T01:31:32.503728
ChIJ67bnA872aS4RZTeZ5zkHAso,GustaVet,Competitor,Clinic_Only,-6.2130553,106.7827333,"Jl. Bang Pitung No.7, Sukabumi Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540, Indonesia","Jl. Bang Pitung No.7, Sukabumi Utara, Kota Jakarta Barat",4.5,852,http://gustavet.com/,0859-6700-3334,,,True,Kemang_Demo,klinik hewan,False,2025-08-05T01:31:32.719063
ChIJ_7r5Bv_taS4Ru9usUG12xYo,Rumah Sakit Hewan Jakarta,Competitor,Clinic_Only,-6.299096599999999,106.8195514,"Jl. Harsono RM Belakang No.28, RT.9/RW.4, Ragunan, Ps. Minggu, Jakarta, Daerah Khusus Ibukota Jakarta 12550, Indonesia","Jl. Harsono RM Belakang No.28, RT.9/RW.4, Ragunan, Jakarta",4.1,2081,http://www.rumahsakithewanjakarta.com/,(021) 7891093,,,True,Kemang_Demo,klinik hewan,True,2025-08-05T01:31:32.159846
ChIJVYHZhoXxaS4Rjsm9PnQjDwc,Bintang Vet Radio Dalam Pondok Indah (Dokter Hewan 24 Jam & Petshop),Competitor,Emergency_Hospital,-6.2611624,106.7886315,"Jl. Radio Dalam Raya No.47d, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140, Indonesia","Jl. Radio Dalam Raya No.47d, Gandaria Utara, Kota Jakarta Selatan",5,48,,0821-2141-9882,,,True,Kemang_Demo,klinik hewan,True,2025-08-05T01:31:31.987513
ChIJ8aGWqjLzaS4R2DzqP67RBZc,Arkha exopets jakarta,Competitor,Grooming_Only,-6.2172924,106.824716,"Jl. Anggrek 3 No.21, RT.010 RW002/RW.2, Kuningan, Karet Kuningan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia","Jl. Anggrek 3 No.21, RT.010 RW002/RW.2, Kuningan, Karet Kuningan, Kota Jakarta Selatan",,0,,0817-7233-9373,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:43.768853
ChIJb4CQoHvxaS4R9znvEWDFhzI,Grooming jakarta(home servis ),Competitor,Grooming_Only,-6.2581029,106.7831419,"PQRM+Q72, Jl. Tanah Kusir II, RT.10/RW.9, Kby. Lama Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia","PQRM+Q72, Jl. Tanah Kusir II, RT.10/RW.9, Kby. Lama Sel., Kota Jakarta Selatan",,0,,,,,True,Kemang_Demo,pet grooming,,2025-08-05T01:31:44.757939
ChIJl6k-RADzaS4RywFinOHAN4E,Cat grooming center,Competitor,Grooming_Only,-6.273282399999999,106.8539201,"Jl. Sawo No.37, RT.8/RW.1, Balekambang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530, Indonesia","Jl. Sawo No.37, RT.8/RW.1, Balekambang, Kota Jakarta Timur",,0,,,,,True,Kemang_Demo,pet grooming,,2025-08-05T01:31:45.402941
ChIJYyKDdvDlaS4R-Y9SZSmTD3Y,GROOMING PANGGILAN ANJING&KUCING,Competitor,Grooming_Only,-6.2671028,106.8159953,"Bangka, Cilandak, Jakarta, 14145, Indonesia","Bangka, Jakarta",5,22,,0859-4080-2898,,,True,Kemang_Demo,pet grooming,True,2025-08-05T01:31:39.877293
ChIJe54hWADxaS4RQAaFcPgMhzY,Lychee Pet Grooming,Competitor,Grooming_Only,-6.259480000000001,106.781839,"PQRJ+6P4, Jl. Sultan Iskandar Muda, RT.12/RW.9, Kby. Lama Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia","PQRJ+6P4, Jl. Sultan Iskandar Muda, RT.12/RW.9, Kby. Lama Sel., Kota Jakarta Selatan",5,13,,0817-6942-125,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:40.212777
ChIJ42ug3IvxaS4Rx0I_sVJw9rM,Pawmons Petshop and Grooming,Competitor,Grooming_Only,-6.260135200000001,106.7990787,"Jl. Damai Raya No.39D 11, RT.11/RW.5, Cipete Utara, Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12150, Indonesia","Jl. Damai Raya No.39D 11, RT.11/RW.5, Cipete Utara, Jakarta",5,3,,0812-9839-2208,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:43.277603
ChIJm7iQJgvxaS4RjYfDLN16wv4,Prowine pet grooming home service,Competitor,Grooming_Only,-6.254321399999999,106.8176711,"Jl. Kemang Raya, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia","Jl. Kemang Raya, Pela Mampang, Kota Jakarta Selatan",5,4,,0852-1924-3186,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:43.932093
ChIJgVakTbvzaS4RrU-W2muzTIc,Anaabulnya Grooming,Competitor,Grooming_Only,-6.254056599999999,106.8222121,"Jl. Bangka Raya, RT.12/RW.10, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720, Indonesia","Jl. Bangka Raya, RT.12/RW.10, Pela Mampang, Kota Jakarta Selatan",5,1,,0895-6131-44345,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:47.065504
ChIJEftEwi3xaS4RJuaQ1akXrHI,Pets Grooming Meonghi,Competitor,Grooming_Only,-6.2821696,106.8161427,"Jl. Madrasah 2, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia","Jl. Madrasah 2, Cilandak Tim., Kota Jakarta Selatan",5,3,,0877-8047-7277,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:48.297290
ChIJI2jVMNnzaS4R90uu2o8zAvc,Jasa Groming KucingTerdekat | Real Grooming,Competitor,Grooming_Only,-6.2229928,106.8590388,"Jl. Bukit Duri Tanjakan No.6, RT.2/RW.9, Bukit Duri, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12840, Indonesia","Jl. Bukit Duri Tanjakan No.6, RT.2/RW.9, Bukit Duri, Kota Jakarta Selatan",5,1,,0898-8367-577,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:49.140431
ChIJ2XCsL0vxaS4R2PowE7VpCn4,Pawppy,Competitor,Grooming_Only,-6.2687069,106.8173573,"Jl. Kemang Selatan ID No.15A, RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia","Jl. Kemang Selatan ID No.15A, RW.2, Bangka, Kota Jakarta Selatan",4.9,75,,0812-1340-4037,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:40.039695
ChIJZ1Iwd3HxaS4Rm5QRdFfpKIc,Misterpet Indonesia - Kemang,Competitor,Grooming_Only,-6.263131,106.8135358,"Jl. Kemang Selatan II No.25, RT.8/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia","Jl. Kemang Selatan II No.25, RT.8/RW.2, Bangka, Kota Jakarta Selatan",4.9,46,https://misterpet.id/,0811-1180-7519,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:41.941043
ChIJYzcz6WnzaS4R9lA7ApYf4n4,Floof at Kemang,Competitor,Grooming_Only,-6.2633095,106.8230806,"Jalan Kemang Timur VI no.1 Bangka, Mampang Prapatan, Bangka, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia","Jalan Kemang Timur VI no.1 Bangka, Mampang Prapatan, Kota Jakarta Selatan",4.9,40,,0857-1547-5350,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:42.283964
ChIJW9aSJanxaS4RC6b0srpyJ3c,Grooming jakarta,Competitor,Grooming_Only,-6.2608596,106.7853701,"Jl. Tanah Kusir No.2, Kby. Lama Sel., Kec. Kby. Lama, Jakarta, Daerah Khusus Ibukota Jakarta 10110, Indonesia","Jl. Tanah Kusir No.2, Kby. Lama Sel., Jakarta",4.9,73,,0822-7993-0620,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:42.446640
ChIJWfLOgfrxaS4RHMDeEUJldvM,MAGADISA PET SPA & GROOMING,Competitor,Grooming_Only,-6.2687247,106.8243505,"Jl. Kemang Tim. 17 No.110 M, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia","Jl. Kemang Tim. 17 No.110 M, Bangka, Kota Jakarta Selatan",4.9,257,,0813-1680-3886,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:42.952094
ChIJBRkj-obxaS4RNDvmBCwp6v0,Prima Petshop Tanah Kusir,Competitor,Grooming_Only,-6.2530833,106.7736959,"Jl. Bintaro Raya Tanah Kusir No.12, RT.4/RW.10, Kby. Lama Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia","Jl. Bintaro Raya Tanah Kusir No.12, RT.4/RW.10, Kby. Lama Utara, Kota Jakarta Selatan",4.9,13,,0818-0608-3914,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:43.447816
ChIJXetwpt75aS4RebYSFkwOWWg,DOG Daycare Jakarta,Competitor,Grooming_Only,-6.2661814,106.8082144,"Jl. Abdul Majid Raya No.31, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410, Indonesia","Jl. Abdul Majid Raya No.31, Cipete Sel., Kota Jakarta Selatan",4.9,89,http://www.dogdaycarejakarta.com/,0822-5888-5576,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:44.922901
ChIJfVFXsmftaS4R8_etnUdY7_E,DRPAWS Petshop & Dokter Hewan Condet,Competitor,Grooming_Only,-6.2825973,106.8554115,"depan Global Islamic School, 15 D, Jl. Raya Condet, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530, Indonesia","depan Global Islamic School, 15 D, Jl. Raya Condet, Batu Ampar, Kota Jakarta Timur",4.9,301,http://drpaws.id/,0812-1011-0170,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:45.087994
ChIJWxl8nevzaS4RWHR_RJZLa-4,Queen & King Petshop,Competitor,Grooming_Only,-6.272029,106.857817,"Jl. Raya Condet No.29 5, RT.5/RW.4, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13520, Indonesia","Jl. Raya Condet No.29 5, RT.5/RW.4, Batu Ampar, Kota Jakarta Timur",4.9,82,https://www.instagram.com/queennkingpetshop/,0877-7527-3404,,,True,Kemang_Demo,pet grooming,False,2025-08-05T01:31:45.569188
